
 NS = 8   NO. FOURIER MODES = 288   FTOLV = 1.000e-11   NITER = 4000

 ITER |    FSQR     FSQZ     FSQL    |    fsqr     fsqz      fsql   |   DELT   |  RAX(v=0) |    W_MHD   |   <BETA>   |  <M>  |  DELBSQ
  555 | 2.71e-10  9.77e-11  6.32e-10 | 2.68e-13  2.25e-13  1.01e-12 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.353e-03
  560 | 2.48e-10  9.29e-11  6.09e-10 | 2.46e-13  2.22e-13  9.45e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.354e-03
  565 | 2.26e-10  9.12e-11  5.81e-10 | 2.34e-13  1.84e-13  8.84e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.354e-03
  570 | 2.25e-10  9.20e-11  5.40e-10 | 2.26e-13  1.85e-13  8.11e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.355e-03
  575 | 2.07e-10  8.84e-11  4.93e-10 | 2.11e-13  1.84e-13  7.54e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.355e-03
  580 | 2.03e-10  7.97e-11  4.50e-10 | 1.97e-13  1.62e-13  7.23e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.355e-03
  585 | 2.06e-10  7.60e-11  4.30e-10 | 1.80e-13  1.43e-13  6.95e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.356e-03
  590 | 1.98e-10  7.37e-11  4.18e-10 | 1.63e-13  1.25e-13  6.50e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.357e-03
  595 | 1.72e-10  6.91e-11  3.93e-10 | 1.50e-13  1.28e-13  5.89e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.357e-03
  600 | 1.66e-10  6.90e-11  3.67e-10 | 1.45e-13  1.11e-13  5.35e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.358e-03
  605 | 1.70e-10  6.86e-11  3.33e-10 | 1.30e-13  1.14e-13  5.01e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.358e-03
  610 | 1.49e-10  6.04e-11  3.01e-10 | 1.19e-13  1.06e-13  5.05e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.358e-03
  615 | 1.45e-10  5.55e-11  2.89e-10 | 1.08e-13  8.58e-14  4.95e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.359e-03
  620 | 1.46e-10  5.67e-11  2.79e-10 | 9.94e-14  8.23e-14  4.57e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.359e-03
  625 | 1.21e-10  5.09e-11  2.64e-10 | 9.28e-14  7.73e-14  4.00e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.360e-03
  630 | 1.17e-10  4.89e-11  2.51e-10 | 8.89e-14  7.45e-14  3.55e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.360e-03
  635 | 1.20e-10  4.93e-11  2.35e-10 | 8.41e-14  7.44e-14  3.47e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.360e-03
  640 | 1.09e-10  4.39e-11  2.20e-10 | 7.72e-14  6.92e-14  3.55e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.360e-03
  645 | 1.05e-10  4.24e-11  2.13e-10 | 7.45e-14  6.33e-14  3.58e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.360e-03
  650 | 1.01e-10  4.13e-11  2.09e-10 | 7.19e-14  5.67e-14  3.34e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.360e-03
  655 | 9.18e-11  3.78e-11  2.02e-10 | 6.97e-14  5.44e-14  2.93e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.360e-03
  660 | 8.88e-11  3.78e-11  1.95e-10 | 6.93e-14  5.43e-14  2.69e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.361e-03
  665 | 8.85e-11  3.65e-11  1.87e-10 | 6.65e-14  5.57e-14  2.59e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.361e-03
  670 | 8.53e-11  3.43e-11  1.78e-10 | 6.18e-14  5.36e-14  2.64e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.361e-03
  675 | 8.40e-11  3.38e-11  1.73e-10 | 6.05e-14  4.94e-14  2.62e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.361e-03
  680 | 8.12e-11  3.24e-11  1.70e-10 | 5.88e-14  4.55e-14  2.44e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9951e-02 | 1.537 | 1.361e-03
  685 | 7.54e-11  3.07e-11  1.65e-10 | 5.76e-14  4.29e-14  2.23e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.537 | 1.361e-03
  690 | 7.27e-11  3.02e-11  1.59e-10 | 5.58e-14  4.30e-14  2.09e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.537 | 1.361e-03
  695 | 7.27e-11  2.94e-11  1.52e-10 | 5.29e-14  4.44e-14  2.01e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.537 | 1.361e-03
  700 | 7.01e-11  2.79e-11  1.45e-10 | 4.98e-14  4.20e-14  1.97e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.537 | 1.361e-03
  705 | 6.91e-11  2.68e-11  1.40e-10 | 4.74e-14  3.88e-14  1.89e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.537 | 1.361e-03
  710 | 6.82e-11  2.61e-11  1.38e-10 | 4.61e-14  3.50e-14  1.79e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.536 | 1.361e-03
  715 | 6.23e-11  2.46e-11  1.33e-10 | 4.40e-14  3.34e-14  1.66e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.536 | 1.361e-03
  720 | 5.96e-11  2.38e-11  1.27e-10 | 4.19e-14  3.19e-14  1.58e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.536 | 1.360e-03
  725 | 5.94e-11  2.37e-11  1.19e-10 | 3.82e-14  3.41e-14  1.48e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.536 | 1.360e-03
  730 | 5.63e-11  2.21e-11  1.12e-10 | 3.60e-14  3.17e-14  1.38e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.536 | 1.361e-03
  735 | 5.48e-11  2.09e-11  1.07e-10 | 3.38e-14  2.85e-14  1.31e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.536 | 1.361e-03
  740 | 5.37e-11  2.01e-11  1.05e-10 | 3.21e-14  2.60e-14  1.25e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.536 | 1.361e-03
  745 | 4.86e-11  1.91e-11  1.01e-10 | 3.02e-14  2.45e-14  1.19e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.536 | 1.361e-03
  750 | 4.59e-11  1.84e-11  9.42e-11 | 2.88e-14  2.33e-14  1.10e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.536 | 1.361e-03
  755 | 4.60e-11  1.81e-11  8.74e-11 | 2.58e-14  2.49e-14  1.00e-13 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.536 | 1.361e-03
  760 | 4.27e-11  1.71e-11  8.10e-11 | 2.46e-14  2.30e-14  9.34e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.536 | 1.361e-03
  765 | 4.03e-11  1.57e-11  7.69e-11 | 2.26e-14  2.06e-14  8.92e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.536 | 1.361e-03
  770 | 4.06e-11  1.53e-11  7.50e-11 | 2.11e-14  1.86e-14  8.62e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.536 | 1.361e-03
  775 | 3.59e-11  1.45e-11  7.07e-11 | 2.00e-14  1.73e-14  8.04e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.536 | 1.361e-03
  780 | 3.30e-11  1.36e-11  6.58e-11 | 1.91e-14  1.69e-14  7.23e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.536 | 1.361e-03
  785 | 3.43e-11  1.42e-11  6.07e-11 | 1.71e-14  1.83e-14  6.50e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.536 | 1.361e-03
  790 | 3.12e-11  1.30e-11  5.61e-11 | 1.61e-14  1.64e-14  6.13e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.536 | 1.361e-03
  795 | 2.84e-11  1.19e-11  5.26e-11 | 1.45e-14  1.53e-14  5.99e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.361e-03
  800 | 2.95e-11  1.15e-11  5.11e-11 | 1.39e-14  1.29e-14  5.77e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.361e-03
  805 | 2.61e-11  1.06e-11  4.84e-11 | 1.33e-14  1.12e-14  5.23e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.361e-03
  810 | 2.33e-11  1.03e-11  4.46e-11 | 1.25e-14  1.18e-14  4.66e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.361e-03
  815 | 2.47e-11  1.06e-11  4.20e-11 | 1.13e-14  1.25e-14  4.24e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.361e-03
  820 | 2.22e-11  9.73e-12  3.85e-11 | 1.02e-14  1.14e-14  4.06e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.361e-03
  825 | 2.01e-11  8.62e-12  3.58e-11 | 9.34e-15  1.03e-14  4.03e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.361e-03
  830 | 2.11e-11  8.55e-12  3.52e-11 | 8.97e-15  8.30e-15  3.81e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.361e-03
  835 | 1.83e-11  8.06e-12  3.32e-11 | 8.55e-15  7.63e-15  3.41e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.362e-03
  840 | 1.67e-11  7.55e-12  3.11e-11 | 8.09e-15  7.61e-15  3.04e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.362e-03
  845 | 1.76e-11  8.00e-12  2.95e-11 | 7.30e-15  8.35e-15  2.86e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.362e-03
  850 | 1.59e-11  7.13e-12  2.75e-11 | 6.63e-15  7.43e-15  2.76e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.362e-03
  855 | 1.44e-11  6.25e-12  2.58e-11 | 6.01e-15  6.40e-15  2.73e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.362e-03
  860 | 1.51e-11  6.49e-12  2.54e-11 | 5.77e-15  5.61e-15  2.60e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.362e-03
  865 | 1.34e-11  5.91e-12  2.42e-11 | 5.55e-15  5.04e-15  2.31e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.362e-03
  870 | 1.18e-11  5.64e-12  2.29e-11 | 5.21e-15  5.07e-15  2.07e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.362e-03
  875 | 1.30e-11  5.85e-12  2.21e-11 | 4.94e-15  5.46e-15  1.98e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.362e-03
  880 | 1.16e-11  5.24e-12  2.08e-11 | 4.42e-15  4.91e-15  1.90e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.362e-03
  885 | 1.04e-11  4.69e-12  1.96e-11 | 4.03e-15  4.19e-15  1.89e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.362e-03
  890 | 1.10e-11  4.73e-12  1.96e-11 | 3.89e-15  3.68e-15  1.84e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.363e-03
  895 | 9.64e-12  4.52e-12  1.87e-11 | 3.63e-15  3.51e-15  1.64e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.363e-03
  900 | 8.95e-12  4.18e-12  1.80e-11 | 3.52e-15  3.36e-15  1.47e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.363e-03
  905 | 9.54e-12  4.36e-12  1.75e-11 | 3.39e-15  3.65e-15  1.40e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.363e-03
  910 | 8.50e-12  3.97e-12  1.65e-11 | 3.02e-15  3.34e-15  1.35e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.363e-03
  915 | 7.97e-12  3.58e-12  1.59e-11 | 2.74e-15  2.85e-15  1.36e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.363e-03
  920 | 8.13e-12  3.63e-12  1.56e-11 | 2.62e-15  2.57e-15  1.32e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.363e-03
  925 | 7.35e-12  3.38e-12  1.52e-11 | 2.48e-15  2.39e-15  1.20e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.363e-03
  930 | 6.94e-12  3.27e-12  1.47e-11 | 2.40e-15  2.35e-15  1.08e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.363e-03
  935 | 7.14e-12  3.35e-12  1.43e-11 | 2.33e-15  2.51e-15  1.01e-14 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.363e-03
  940 | 6.57e-12  3.05e-12  1.37e-11 | 2.09e-15  2.27e-15  9.85e-15 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.363e-03
  945 | 6.20e-12  2.84e-12  1.30e-11 | 1.88e-15  2.09e-15  9.90e-15 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.363e-03
  950 | 6.34e-12  2.77e-12  1.29e-11 | 1.85e-15  1.79e-15  9.77e-15 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.535 | 1.363e-03
  955 | 5.75e-12  2.65e-12  1.25e-11 | 1.72e-15  1.73e-15  8.84e-15 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.534 | 1.363e-03
  960 | 5.40e-12  2.60e-12  1.22e-11 | 1.69e-15  1.69e-15  8.02e-15 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.534 | 1.363e-03
  965 | 5.61e-12  2.61e-12  1.19e-11 | 1.64e-15  1.79e-15  7.50e-15 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.534 | 1.363e-03
  970 | 5.14e-12  2.45e-12  1.13e-11 | 1.48e-15  1.63e-15  7.25e-15 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.534 | 1.363e-03
  975 | 4.90e-12  2.23e-12  1.09e-11 | 1.37e-15  1.46e-15  7.33e-15 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.534 | 1.363e-03
  980 | 4.99e-12  2.20e-12  1.06e-11 | 1.31e-15  1.32e-15  7.20e-15 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.534 | 1.363e-03
  985 | 4.54e-12  2.11e-12  1.03e-11 | 1.25e-15  1.24e-15  6.59e-15 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.534 | 1.363e-03
  990 | 4.28e-12  2.05e-12  1.01e-11 | 1.21e-15  1.22e-15  6.00e-15 | 6.56e-01 | 6.009e+00 | 7.0443e+01 | 3.9952e-02 | 1.534 | 1.363e-03
MHD Energy = 7.044298e+01
